  2.0200   0.0000   0.0000   0.0000
  1.9400   0.0000   0.0000   0.0000
  1.8400   0.0000   0.0000   0.0000
  1.8500   0.0000   0.0000   0.0000
  1.8500   0.0000   0.0000   0.0000
  1.7700   0.0000   0.0000   0.0000
  1.7700   0.0000   0.0000   0.0000
  1.7300   0.0000   0.0000   0.0000
  1.7300   0.0000   0.0000   0.0000
  1.6700   0.0000   0.0000   0.0000
  1.6600   0.0000   0.0000   0.0000
  1.6600   0.0000   0.0000   0.0000
  1.6600   0.0000   0.0000   0.0000
  1.6600   0.0000   0.0000   0.0000
  1.6600   0.0000   0.0000   0.0000
  1.9800   0.0000   0.0000   0.0000
  1.9800   0.0000   0.0000   0.0000
  1.9800   0.0000   0.0000   0.0000
  2.0200   0.0000   0.0000   0.0000
  1.5000   0.0000   0.0000   0.0000
  1.8500   0.0000   0.0000   0.0000
  2.0000   0.0000   0.0000   0.0000
  2.4000   0.0000   0.0000   0.0000
