  0.3124 -0.1237  0.0000 Atoms:  1.0000 -  1.0000 
  0.0599  0.0243  0.0000 Atoms:  1.0000 -  2.0000 
 -0.1048  0.0758  0.0000 Atoms:  1.0000 -  3.0000 
  0.0586  0.0329  0.0000 Atoms:  1.0000 -  4.0000 
  0.1385  0.0098  0.0000 Atoms:  1.0000 -  5.0000 
  0.1437 -0.2013  0.0000 Atoms:  1.0000 -  6.0000 
  0.1448  0.0016  0.0000 Atoms:  1.0000 -  7.0000 
  0.1440 -0.0012  0.0000 Atoms:  1.0000 -  8.0000 
  0.1439  0.0671  0.0000 Atoms:  1.0000 -  9.0000 
  0.0380  0.0098  0.0000 Atoms:  1.0000 - 10.0000 
  0.0357 -0.0298  0.0000 Atoms:  1.0000 - 11.0000 
  0.0368  0.0355  0.0000 Atoms:  1.0000 - 12.0000 
  0.0364  0.0451  0.0000 Atoms:  1.0000 - 13.0000 
  0.0372  0.0743  0.0000 Atoms:  1.0000 - 14.0000 
  0.0367 -0.0710  0.0000 Atoms:  1.0000 - 15.0000 
  0.3464 -0.2499  0.0000 Atoms:  1.0000 - 16.0000 
  0.3465 -0.0473  0.0000 Atoms:  1.0000 - 17.0000 
  0.3466 -0.1187  0.0000 Atoms:  1.0000 - 18.0000 
 -0.5722  0.0549  0.0000 Atoms:  1.0000 - 19.0000 
  0.0437  0.1635  0.0000 Atoms:  1.0000 - 20.0000 
  0.1216  0.1541  0.0000 Atoms:  1.0000 - 21.0000 
  0.0349  0.1484  0.0000 Atoms:  1.0000 - 22.0000 
  0.4288  0.0553  0.0000 Atoms:  1.0000 - 23.0000 
 -0.0510  0.0421  0.0000 Atoms:  2.0000 -  2.0000 
 -0.1516  0.0363  0.0000 Atoms:  2.0000 -  3.0000 
  0.0461  0.0242  0.0000 Atoms:  2.0000 -  4.0000 
  0.0465 -0.0040  0.0000 Atoms:  2.0000 -  5.0000 
  0.0189 -0.1145  0.0000 Atoms:  2.0000 -  6.0000 
  0.0195  0.0055  0.0000 Atoms:  2.0000 -  7.0000 
  0.0198  0.0388  0.0000 Atoms:  2.0000 -  8.0000 
  0.0194  0.0808  0.0000 Atoms:  2.0000 -  9.0000 
  0.1124 -0.0108  0.0000 Atoms:  2.0000 - 10.0000 
  0.1185 -0.0032  0.0000 Atoms:  2.0000 - 11.0000 
  0.1213  0.0040  0.0000 Atoms:  2.0000 - 12.0000 
  0.0975  0.0001  0.0000 Atoms:  2.0000 - 13.0000 
  0.1183  0.0236  0.0000 Atoms:  2.0000 - 14.0000 
  0.1137 -0.0090  0.0000 Atoms:  2.0000 - 15.0000 
  0.0905  0.0830  0.0000 Atoms:  2.0000 - 16.0000 
  0.0903  0.0130  0.0000 Atoms:  2.0000 - 17.0000 
  0.0902  0.1020  0.0000 Atoms:  2.0000 - 18.0000 
  0.0562 -0.1480  0.0000 Atoms:  2.0000 - 19.0000 
  0.0158 -0.0915  0.0000 Atoms:  2.0000 - 20.0000 
  0.1731 -0.0517  0.0000 Atoms:  2.0000 - 21.0000 
  0.0429  0.1611  0.0000 Atoms:  2.0000 - 22.0000 
  0.0009  0.0379  0.0000 Atoms:  2.0000 - 23.0000 
 -0.2826  0.0174  0.0000 Atoms:  3.0000 -  3.0000 
  0.0184  0.0255  0.0000 Atoms:  3.0000 -  4.0000 
  0.0181  0.1067  0.0000 Atoms:  3.0000 -  5.0000 
  0.0360 -0.0124  0.0000 Atoms:  3.0000 -  6.0000 
  0.0362  0.0111  0.0000 Atoms:  3.0000 -  7.0000 
  0.0362 -0.0190  0.0000 Atoms:  3.0000 -  8.0000 
  0.0359 -0.1068  0.0000 Atoms:  3.0000 -  9.0000 
  0.0598 -0.0527  0.0000 Atoms:  3.0000 - 10.0000 
  0.0088  0.0272  0.0000 Atoms:  3.0000 - 11.0000 
  0.0314  0.0206  0.0000 Atoms:  3.0000 - 12.0000 
  0.0140 -0.0166  0.0000 Atoms:  3.0000 - 13.0000 
  0.0332 -0.0207  0.0000 Atoms:  3.0000 - 14.0000 
  0.0288 -0.0950  0.0000 Atoms:  3.0000 - 15.0000 
 -0.1115  0.1222  0.0000 Atoms:  3.0000 - 16.0000 
 -0.1114  0.0761  0.0000 Atoms:  3.0000 - 17.0000 
 -0.1115  0.2440  0.0000 Atoms:  3.0000 - 18.0000 
  0.1121 -0.0288  0.0000 Atoms:  3.0000 - 19.0000 
 -0.0123 -0.1482  0.0000 Atoms:  3.0000 - 20.0000 
  0.1412 -0.0230  0.0000 Atoms:  3.0000 - 21.0000 
  0.1827 -0.1300  0.0000 Atoms:  3.0000 - 22.0000 
  0.1833 -0.2108  0.0000 Atoms:  3.0000 - 23.0000 
  0.0328  0.0181  0.0000 Atoms:  4.0000 -  4.0000 
  0.1090 -0.0070  0.0000 Atoms:  4.0000 -  5.0000 
  0.0268  0.0124  0.0000 Atoms:  4.0000 -  6.0000 
  0.0301 -0.0017  0.0000 Atoms:  4.0000 -  7.0000 
  0.0284  0.0131  0.0000 Atoms:  4.0000 -  8.0000 
  0.0285  0.0048  0.0000 Atoms:  4.0000 -  9.0000 
  0.0110 -0.0044  0.0000 Atoms:  4.0000 - 10.0000 
 -0.0002  0.0131  0.0000 Atoms:  4.0000 - 11.0000 
  0.0017 -0.0178  0.0000 Atoms:  4.0000 - 12.0000 
  0.0017  0.0313  0.0000 Atoms:  4.0000 - 13.0000 
 -0.0000  0.0370  0.0000 Atoms:  4.0000 - 14.0000 
